,WijkenEnBuurten,SoortRegio,AantalInwoners,Mannen,Vrouwen,k_0Tot15Jaar,k_15Tot25Jaar,k_25Tot45Jaar,k_45Tot65Jaar,k_65JaarOfOuder,Ongehuwd,Gehuwd,Gescheiden,Verweduwd,WestersTotaal,NietWestersTotaal,GeboorteRelatief,SterfteRelatief,HuishoudensTotaal,Eenpersoonshuishoudens,HuishoudensZonderKinderen,HuishoudensMetKinderen,GemiddeldeHuishoudensgrootte,Bevolkingsdichtheid,Woningvoorraad,GemiddeldeWoningwaarde,PercentageEengezinswoning,PercentageMeergezinswoning,PercentageBewoond,Koopwoningen,HuurwoningenTotaal,InBezitWoningcorporatie,InBezitOverigeVerhuurders,BouwjaarVoor2000,BouwjaarVanaf2000,GemiddeldElektriciteitsverbruikTotaal,Appartement,Appartement1,Tussenwoning,Tussenwoning1,Hoekwoning,Hoekwoning1,TweeOnderEenKapWoning,TweeOnderEenKapWoning1,VrijstaandeWoning,VrijstaandeWoning1,Huurwoning,Huurwoning1,GemiddeldAardgasverbruikTotaal,AantalInkomensontvangers,GemiddeldInkomenPerInkomensontvanger,GemiddeldInkomenPerInwoner,k_40PersonenMetLaagsteInkomen,k_20PersonenMetHoogsteInkomen,k_20HuishoudensMetHoogsteInkomen,HuishoudensMetEenLaagInkomen,HuishOnderOfRondSociaalMinimum,BedrijfsvestigingenTotaal,PersonenautoSTotaal,PersonenautoSJongerDan6Jaar,PersonenautoS6JaarEnOuder,PersonenautoSBrandstofBenzine,PersonenautoSOverigeBrandstof,PersonenautoSPerHuishouden,PersonenautoSNaarOppervlakte,Motorfietsen,MateVanStedelijkheid,Omgevingsadressendichtheid,attributes.TELJAAR,attributes.AANTAL,attributes.AANTAL_SUMMED,Zon_atlas
262,140900,Buurt     ,6280,3220,3060,635.0,1875.0,1660.0,1095.0,1010.0,3985.0,1550.0,440.0,300.0,790.0,900.0,6.0,6.0,3805,2350.0,830.0,620.0,1.6,7269.0,2735,119.0,42.0,58.0,98.0,24.0,76.0,63.0,14.0,95.0,5.0,2350.0,1880.0,960.0,2950.0,1520.0,2990.0,1730.0,3430.0,1660.0,3600.0,2300.0,2120.0,1150.0,1220.0,5200.0,18.3,15.6,61.9,5.8,3.7,15.9,14.5,175.0,1660,330,1325,1420,240,0.4,1921.0,100,1,2554,2016,56.0,180.0,1.9666666666666663
263,140901,Buurt     ,3065,1520,1540,20.0,12.0,30.0,28.0,10.0,56.0,29.0,12.0,2.0,9.0,18.0,16.0,2.0,1435,39.0,23.0,39.0,2.1,5876.0,1409,129.0,65.0,35.0,98.0,49.0,51.0,45.0,6.0,95.0,5.0,2950.0,2400.0,1550.0,3200.0,1650.0,3250.0,1900.0,3250.0,1750.0,3600.0,2300.0,2850.0,1650.0,1700.0,2100.0,23.7,16.7,47.0,7.0,5.0,55.0,18.0,90.0,1055,220,835,865,185,0.7,2023.0,80,3,1446,2013,75.0,75.0,2.0
264,140901,Buurt     ,3145,1565,1575,20.0,12.0,31.0,27.0,10.0,56.0,29.0,12.0,2.0,9.0,18.0,16.0,4.0,1475,39.0,23.0,38.0,2.1,6031.0,1437,123.0,66.0,34.0,98.0,52.0,48.0,43.0,4.0,93.0,7.0,2850.0,2300.0,1100.0,3100.0,1200.0,3150.0,1400.0,3150.0,1300.0,3600.0,2300.0,2750.0,1200.0,1200.0,2400.0,22.7,17.2,44.1,7.6,6.2,18.6,15.1,90.0,1100,230,870,905,195,0.7,2109.0,85,3,1452,2014,33.0,108.0,2.0
265,140901,Buurt     ,4870,2245,2620,845.0,660.0,1035.0,1140.0,1185.0,2420.0,1475.0,510.0,460.0,490.0,1015.0,9.0,17.0,2360,1095.0,535.0,725.0,2.0,4763.0,2290,129.0,44.0,56.0,98.0,22.0,78.0,75.0,3.0,81.0,19.0,2440.0,1860.0,570.0,3110.0,1460.0,3220.0,1570.0,4070.0,1390.0,2860.0,2240.0,2220.0,930.0,990.0,3600.0,20.3,15.9,58.3,7.3,5.4,19.1,18.5,125.0,1365,325,1040,1165,200,0.6,1333.0,85,2,2470,2015,186.0,294.0,2.0
266,140901,Buurt     ,4840,2240,2600,840.0,665.0,1010.0,1160.0,1165.0,2440.0,1430.0,515.0,455.0,495.0,1040.0,8.0,20.0,2370,1135.0,505.0,725.0,2.0,4737.0,2290,127.0,44.0,56.0,97.0,22.0,78.0,71.0,7.0,81.0,19.0,2390.0,1840.0,650.0,3060.0,1530.0,3160.0,1670.0,4150.0,1500.0,2610.0,2380.0,2190.0,1000.0,1060.0,3600.0,20.3,15.9,58.3,7.3,5.4,19.1,18.5,150.0,1365,320,1040,1160,205,0.6,1333.0,80,2,2488,2016,227.0,521.0,2.0
267,140902,Buurt     ,3705,1805,1900,17.0,11.0,24.0,30.0,18.0,49.0,31.0,14.0,6.0,11.0,13.0,9.0,12.0,1815,43.0,24.0,33.0,2.0,6293.0,1773,130.0,54.0,46.0,98.0,36.0,64.0,53.0,11.0,94.0,6.0,2750.0,2150.0,1300.0,3250.0,1550.0,3400.0,1850.0,4150.0,1500.0,2610.0,2380.0,2450.0,1400.0,1450.0,2600.0,23.4,17.0,51.0,9.0,5.0,57.0,20.0,135.0,1235,285,950,1010,225,0.7,2097.0,90,3,1351,2013,104.0,104.0,1.9
268,140902,Buurt     ,3690,1805,1885,18.0,11.0,25.0,29.0,19.0,50.0,31.0,14.0,6.0,11.0,13.0,10.0,10.0,1750,41.0,25.0,34.0,2.0,6269.0,1816,123.0,53.0,47.0,98.0,37.0,63.0,54.0,10.0,92.0,8.0,2700.0,2100.0,950.0,3150.0,1150.0,3300.0,1400.0,4150.0,1500.0,2610.0,2380.0,2400.0,1050.0,1100.0,2700.0,22.7,17.4,46.7,9.2,5.8,20.4,17.9,135.0,1200,275,925,990,210,0.7,2035.0,95,3,1359,2014,0.0,104.0,1.9
269,140902,Buurt     ,115,60,50,10.0,15.0,40.0,40.0,5.0,60.0,45.0,5.0,0.0,5.0,10.0,17.0,8.0,65,30.0,20.0,10.0,1.8,233.0,42,123.0,88.0,12.0,83.0,76.0,19.0,0.0,19.0,95.0,5.0,3000.0,2100.0,950.0,3150.0,1150.0,3300.0,1400.0,2750.0,1480.0,2610.0,2380.0,2400.0,1050.0,1600.0,100.0,24.7,20.8,39.2,13.7,5.8,20.4,17.9,145.0,110,40,65,65,45,1.7,219.0,35,2,1612,2015,12.0,116.0,1.9
270,140902,Buurt     ,120,70,45,10.0,10.0,50.0,40.0,5.0,65.0,45.0,5.0,0.0,10.0,10.0,8.0,0.0,70,30.0,25.0,10.0,1.7,239.0,43,123.0,86.0,14.0,88.0,70.0,21.0,0.0,21.0,95.0,5.0,3070.0,2100.0,950.0,3150.0,1150.0,3300.0,1400.0,2810.0,1610.0,2610.0,2380.0,3190.0,2190.0,1760.0,100.0,24.7,20.8,39.2,13.7,5.8,20.4,17.9,155.0,110,50,60,60,50,1.6,221.0,30,2,1648,2016,48.0,164.0,1.9
271,140903,Buurt     ,2155,1100,1055,18.0,14.0,29.0,29.0,10.0,53.0,38.0,7.0,2.0,10.0,7.0,9.0,2.0,965,31.0,30.0,39.0,2.2,4800.0,905,144.0,72.0,28.0,99.0,77.0,23.0,12.0,11.0,100.0,0.0,3300.0,3050.0,1650.0,3400.0,1700.0,3450.0,2000.0,2810.0,1610.0,2610.0,2380.0,2800.0,1750.0,1750.0,1600.0,28.0,20.4,34.0,15.0,12.0,33.0,17.9,85.0,900,240,660,755,145,0.9,2002.0,65,3,1420,2013,0.0,0.0,1.8571428571428568
272,140903,Buurt     ,2140,1075,1065,18.0,13.0,30.0,27.0,12.0,52.0,38.0,8.0,2.0,10.0,7.0,13.0,3.0,970,32.0,29.0,38.0,2.2,4763.0,905,135.0,72.0,28.0,99.0,81.0,19.0,12.0,7.0,100.0,0.0,3150.0,2950.0,1250.0,3250.0,1250.0,3200.0,1500.0,2810.0,1610.0,2610.0,2380.0,2700.0,1350.0,1300.0,1700.0,26.5,20.9,34.9,15.3,11.2,7.1,4.2,85.0,915,240,675,780,135,0.9,2033.0,70,3,1424,2014,0.0,0.0,1.8571428571428568
273,140903,Buurt     ,60,40,20,5.0,15.0,25.0,10.0,5.0,45.0,10.0,0.0,0.0,5.0,15.0,16.0,0.0,40,30.0,5.0,5.0,1.5,335.0,21,135.0,71.0,29.0,81.0,33.0,67.0,5.0,62.0,100.0,0.0,3340.0,2950.0,1250.0,3250.0,1250.0,3200.0,1500.0,2910.0,1790.0,2610.0,2380.0,2700.0,1350.0,2200.0,0.0,26.5,20.9,34.9,15.3,11.2,7.1,4.2,35.0,55,20,30,25,25,0.9,2033.0,5,1,3386,2015,0.0,0.0,1.8571428571428568
274,140903,Buurt     ,60,40,20,0.0,15.0,25.0,10.0,5.0,45.0,10.0,0.0,0.0,0.0,15.0,0.0,0.0,45,35.0,5.0,5.0,1.4,323.0,20,135.0,75.0,25.0,85.0,35.0,65.0,5.0,60.0,100.0,0.0,3350.0,2950.0,1250.0,3250.0,1250.0,3200.0,1500.0,2930.0,2000.0,2610.0,2380.0,2700.0,1350.0,2270.0,0.0,26.5,20.9,34.9,15.3,11.2,7.1,4.2,45.0,60,30,30,30,30,0.9,2033.0,5,1,3411,2016,0.0,0.0,1.8571428571428568
275,140904,Buurt     ,235,115,115,18.0,12.0,14.0,45.0,10.0,45.0,49.0,4.0,2.0,4.0,7.0,0.0,0.0,90,12.0,42.0,46.0,2.6,203.0,87,301.0,100.0,0.0,100.0,90.0,10.0,0.0,10.0,99.0,1.0,4000.0,2950.0,1250.0,3450.0,1650.0,3850.0,2100.0,3900.0,1650.0,4200.0,1950.0,4050.0,1900.0,1850.0,200.0,41.3,28.8,23.0,37.0,11.2,7.1,4.2,35.0,175,85,90,125,50,1.9,152.0,10,3,1264,2013,320.0,320.0,1.7777777777777777
276,140904,Buurt     ,235,115,115,18.0,12.0,13.0,46.0,11.0,44.0,49.0,5.0,3.0,3.0,8.0,0.0,4.0,90,13.0,45.0,42.0,2.5,203.0,88,294.0,99.0,1.0,100.0,95.0,5.0,1.0,3.0,99.0,1.0,3950.0,2950.0,1250.0,3850.0,1150.0,3750.0,1400.0,3850.0,1250.0,4200.0,1450.0,3800.0,1300.0,1350.0,200.0,36.7,28.0,27.0,35.4,11.2,7.1,4.2,30.0,210,115,95,155,55,2.3,183.0,10,3,1267,2014,176.0,496.0,1.7777777777777777
277,140904,Buurt     ,2595,1335,1260,745.0,235.0,900.0,615.0,100.0,1580.0,900.0,95.0,15.0,205.0,160.0,13.0,1.0,925,180.0,270.0,470.0,2.7,3081.0,872,265.0,86.0,14.0,98.0,90.0,10.0,0.0,10.0,0.0,100.0,3310.0,1870.0,660.0,3190.0,1050.0,3490.0,1230.0,4020.0,1300.0,4280.0,1790.0,2090.0,850.0,1160.0,1700.0,42.6,29.2,20.0,39.8,43.9,2.5,2.4,160.0,1070,440,635,805,265,1.2,1271.0,110,4,748,2015,289.0,785.0,1.7777777777777777
278,140904,Buurt     ,2625,1360,1265,765.0,215.0,905.0,630.0,105.0,1595.0,905.0,105.0,20.0,205.0,160.0,18.0,2.0,935,180.0,280.0,475.0,2.7,3114.0,913,272.0,82.0,18.0,98.0,88.0,12.0,3.0,9.0,0.0,100.0,3290.0,2000.0,700.0,3120.0,1080.0,3530.0,1270.0,3800.0,1380.0,3950.0,1890.0,2200.0,860.0,1220.0,1700.0,42.6,29.2,20.0,39.8,43.9,2.5,2.4,170.0,1120,430,690,845,275,1.2,1328.0,100,4,795,2016,356.0,1141.0,1.7777777777777777
279,140905,Buurt     ,6595,3260,3335,20.0,16.0,31.0,28.0,5.0,62.0,27.0,9.0,2.0,11.0,18.0,15.0,3.0,3165,44.0,19.0,37.0,2.1,7033.0,3085,125.0,55.0,45.0,98.0,33.0,67.0,63.0,4.0,100.0,0.0,2700.0,2000.0,1100.0,3150.0,1400.0,3300.0,1750.0,3000.0,1600.0,3950.0,1890.0,2350.0,1200.0,1300.0,4300.0,23.3,15.9,51.0,9.0,7.0,61.0,23.0,240.0,2000,340,1660,1620,380,0.6,2132.0,170,3,1485,2013,0.0,0.0,1.5333333333333334
280,140905,Buurt     ,6565,3260,3305,20.0,16.0,32.0,28.0,5.0,62.0,27.0,10.0,2.0,11.0,18.0,14.0,3.0,3140,43.0,19.0,37.0,2.1,7000.0,3084,118.0,55.0,45.0,98.0,34.0,66.0,63.0,3.0,100.0,0.0,2650.0,2050.0,800.0,3050.0,1050.0,3250.0,1300.0,3000.0,1200.0,3950.0,1890.0,2350.0,900.0,1000.0,4800.0,21.9,16.4,49.1,9.0,7.1,27.7,20.0,245.0,1970,330,1640,1605,365,0.6,2102.0,180,3,1486,2014,18.0,18.0,1.5333333333333334
281,140905,Buurt     ,80,40,40,10.0,10.0,15.0,25.0,15.0,35.0,40.0,0.0,0.0,5.0,0.0,0.0,12.0,35,5.0,10.0,15.0,2.4,41.0,36,118.0,100.0,0.0,92.0,81.0,19.0,0.0,19.0,97.0,3.0,3150.0,2050.0,800.0,3050.0,1050.0,3250.0,1300.0,2710.0,1670.0,3340.0,2370.0,2350.0,900.0,2160.0,100.0,21.9,16.4,49.1,9.0,7.1,27.7,20.0,15.0,50,10,40,35,15,0.6,2102.0,5,5,82,2015,10.0,28.0,1.5333333333333334
282,140905,Buurt     ,80,40,35,10.0,10.0,15.0,20.0,20.0,35.0,35.0,0.0,0.0,5.0,0.0,13.0,0.0,35,10.0,10.0,10.0,2.3,40.0,36,118.0,100.0,0.0,92.0,83.0,17.0,0.0,17.0,97.0,3.0,3410.0,2050.0,800.0,3050.0,1050.0,3250.0,1300.0,2740.0,1740.0,3700.0,2380.0,2350.0,900.0,2190.0,100.0,21.9,16.4,49.1,9.0,7.1,27.7,20.0,10.0,50,10,45,40,10,0.6,2102.0,5,5,82,2016,0.0,28.0,1.5333333333333334
283,140906,Buurt     ,6340,3270,3070,19.0,14.0,31.0,30.0,6.0,58.0,30.0,10.0,1.0,10.0,12.0,12.0,3.0,3125,44.0,23.0,33.0,2.0,4965.0,2996,132.0,71.0,29.0,98.0,57.0,42.0,27.0,16.0,99.0,1.0,2800.0,2150.0,1250.0,3000.0,1600.0,3050.0,1800.0,3400.0,1650.0,4550.0,2850.0,2450.0,1550.0,1550.0,4400.0,26.5,18.6,41.0,13.0,8.0,51.0,14.0,220.0,2195,460,1735,1755,440,0.7,1719.0,225,2,1616,2013,127.0,127.0,1.206896551724138
284,140906,Buurt     ,6335,3270,3065,18.0,14.0,31.0,30.0,7.0,59.0,29.0,10.0,1.0,10.0,12.0,13.0,3.0,3115,44.0,23.0,33.0,2.0,4961.0,2996,126.0,70.0,30.0,98.0,61.0,39.0,26.0,13.0,99.0,1.0,2700.0,2050.0,900.0,2900.0,1200.0,3000.0,1350.0,3150.0,1250.0,4250.0,2050.0,2300.0,1150.0,1150.0,4700.0,24.9,19.0,40.9,12.8,8.3,16.3,12.6,225.0,2145,445,1700,1730,415,0.7,1681.0,235,2,1618,2014,165.0,292.0,1.206896551724138
285,140906,Buurt     ,2770,1395,1380,640.0,280.0,715.0,800.0,335.0,1410.0,1170.0,130.0,60.0,210.0,215.0,11.0,3.0,1060,210.0,345.0,500.0,2.6,3069.0,1013,208.0,86.0,14.0,100.0,87.0,13.0,10.0,4.0,93.0,7.0,3290.0,2320.0,670.0,3250.0,1130.0,3510.0,1280.0,3740.0,1400.0,3820.0,1550.0,2570.0,840.0,1170.0,2000.0,34.5,25.1,29.8,27.6,31.3,2.8,2.2,150.0,1170,405,765,935,235,1.1,1297.0,75,3,1345,2015,300.0,592.0,1.206896551724138
286,140906,Buurt     ,2725,1370,1355,615.0,275.0,665.0,820.0,350.0,1390.0,1145.0,120.0,70.0,205.0,210.0,10.0,4.0,1050,220.0,340.0,485.0,2.6,3019.0,1013,211.0,86.0,14.0,99.0,87.0,13.0,10.0,4.0,93.0,7.0,3220.0,2310.0,710.0,3160.0,1160.0,3440.0,1360.0,3670.0,1490.0,3680.0,1620.0,2560.0,940.0,1230.0,2000.0,34.5,25.1,29.8,27.6,31.3,2.8,2.2,150.0,1170,400,765,935,230,1.1,1292.0,70,3,1353,2016,174.0,766.0,1.206896551724138
287,140907,Buurt     ,5380,2720,2660,20.0,13.0,24.0,37.0,7.0,52.0,41.0,6.0,2.0,9.0,5.0,12.0,3.0,2090,20.0,32.0,48.0,2.6,2842.0,2007,222.0,97.0,3.0,98.0,84.0,16.0,9.0,7.0,84.0,16.0,3650.0,2100.0,1100.0,3500.0,1450.0,3750.0,1700.0,3850.0,1850.0,4400.0,2450.0,3100.0,1550.0,1650.0,3700.0,35.2,24.6,27.0,30.0,31.0,19.0,2.2,390.0,2280,795,1480,1750,530,1.1,1204.0,220,2,1545,2013,0.0,0.0,1.4
288,140907,Buurt     ,5340,2700,2645,20.0,12.0,24.0,37.0,7.0,52.0,41.0,6.0,2.0,9.0,5.0,8.0,2.0,2090,20.0,32.0,48.0,2.6,2822.0,2005,214.0,97.0,3.0,98.0,87.0,12.0,9.0,4.0,84.0,16.0,3500.0,2150.0,800.0,3350.0,1100.0,3600.0,1250.0,3600.0,1350.0,4250.0,1850.0,2950.0,1150.0,1200.0,4000.0,33.3,25.0,29.6,29.5,32.7,5.5,4.2,395.0,2260,740,1520,1770,490,1.1,1194.0,215,2,1550,2014,0.0,0.0,1.4
289,140907,Buurt     ,35,25,10,0.0,5.0,15.0,10.0,0.0,25.0,5.0,5.0,0.0,0.0,5.0,28.0,0.0,30,25.0,0.0,0.0,1.1,50.0,4,214.0,97.0,3.0,98.0,87.0,12.0,9.0,4.0,84.0,16.0,3500.0,2150.0,800.0,3350.0,1100.0,3600.0,1250.0,3600.0,1350.0,4250.0,1850.0,2950.0,1150.0,1200.0,0.0,33.3,25.0,29.6,29.5,32.7,5.5,4.2,0.0,0,0,0,0,0,1.1,1194.0,0,4,627,2015,0.0,0.0,1.4
290,140907,Buurt     ,35,25,10,0.0,5.0,10.0,10.0,0.0,20.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,25,20.0,0.0,0.0,1.2,49.0,4,214.0,97.0,3.0,98.0,87.0,12.0,9.0,4.0,84.0,16.0,3500.0,2150.0,800.0,3350.0,1100.0,3600.0,1250.0,3600.0,1350.0,4250.0,1850.0,2950.0,1150.0,1200.0,0.0,33.3,25.0,29.6,29.5,32.7,5.5,4.2,0.0,0,0,0,0,0,1.1,1194.0,0,4,628,2016,0.0,0.0,1.4
291,140908,Buurt     ,2010,1015,995,21.0,10.0,27.0,34.0,8.0,51.0,42.0,6.0,2.0,7.0,4.0,10.0,1.0,815,24.0,32.0,44.0,2.5,735.0,792,205.0,99.0,1.0,98.0,84.0,15.0,8.0,7.0,96.0,4.0,3200.0,2150.0,800.0,3000.0,1300.0,3100.0,1500.0,3150.0,2150.0,3950.0,2300.0,2500.0,1550.0,1600.0,1400.0,33.6,23.6,27.0,24.0,25.0,26.0,4.2,95.0,845,285,560,665,175,1.0,308.0,75,3,1041,2013,0.0,0.0,
292,140908,Buurt     ,2000,1010,990,21.0,10.0,26.0,35.0,9.0,50.0,42.0,6.0,2.0,7.0,4.0,10.0,3.0,820,26.0,32.0,42.0,2.4,730.0,793,195.0,99.0,1.0,99.0,87.0,13.0,8.0,5.0,96.0,4.0,3050.0,1800.0,800.0,2900.0,950.0,2950.0,1100.0,3050.0,1500.0,3800.0,1700.0,2450.0,1100.0,1150.0,1500.0,32.5,24.1,27.7,25.6,27.1,4.7,3.2,95.0,835,275,555,655,175,1.0,304.0,80,3,1047,2014,0.0,0.0,
293,141000,Buurt     ,6585,3255,3330,780.0,1945.0,1765.0,1035.0,1055.0,4420.0,1355.0,425.0,385.0,865.0,1620.0,8.0,9.0,4065,2610.0,770.0,680.0,1.6,7988.0,3964,109.0,24.0,76.0,92.0,17.0,81.0,44.0,37.0,99.0,1.0,2030.0,1770.0,1030.0,2790.0,1510.0,2770.0,1630.0,3050.0,1500.0,3800.0,1700.0,1980.0,1230.0,1160.0,4800.0,19.0,15.7,60.5,5.4,3.3,20.2,17.6,190.0,1440,315,1125,1230,210,0.4,1745.0,100,1,3811,2015,61.0,61.0,2.0
294,141000,Buurt     ,6525,3230,3295,775.0,1920.0,1755.0,1040.0,1030.0,4415.0,1305.0,430.0,370.0,845.0,1650.0,9.0,12.0,4055,2605.0,785.0,665.0,1.6,7911.0,4030,115.0,24.0,76.0,91.0,17.0,81.0,43.0,38.0,99.0,1.0,2110.0,1930.0,1030.0,2730.0,1580.0,2640.0,1700.0,3050.0,1500.0,3800.0,1700.0,2080.0,1190.0,1150.0,4800.0,19.0,15.7,60.5,5.4,3.3,20.2,17.6,180.0,1435,340,1095,1210,225,0.4,1741.0,105,1,3845,2016,47.0,108.0,2.0
295,141001,Buurt     ,4325,2085,2240,840.0,610.0,1335.0,920.0,615.0,2720.0,1015.0,390.0,200.0,465.0,1055.0,12.0,13.0,2185,1115.0,455.0,615.0,1.9,7939.0,2045,136.0,32.0,68.0,98.0,25.0,75.0,70.0,5.0,65.0,35.0,2250.0,1800.0,1040.0,3010.0,1370.0,3170.0,1630.0,3560.0,1340.0,3800.0,1700.0,2030.0,1200.0,1250.0,3200.0,23.3,17.9,53.7,12.5,8.7,23.5,20.4,130.0,1105,280,825,895,210,0.5,2027.0,65,1,4478,2015,157.0,157.0,0.9655172413793104
296,141001,Buurt     ,4415,2160,2255,860.0,590.0,1380.0,940.0,640.0,2785.0,1030.0,400.0,200.0,470.0,1110.0,15.0,19.0,2250,1170.0,450.0,630.0,1.9,8103.0,2110,141.0,34.0,66.0,98.0,26.0,74.0,69.0,5.0,63.0,37.0,2170.0,1810.0,1010.0,2960.0,1420.0,3030.0,1710.0,3590.0,1510.0,3800.0,1700.0,2050.0,1190.0,1150.0,3200.0,23.3,17.9,53.7,12.5,8.7,23.5,20.4,145.0,1110,285,825,925,185,0.5,2038.0,55,1,4529,2016,1144.0,1301.0,0.9655172413793104
297,141002,Buurt     ,5380,2535,2845,495.0,1070.0,1280.0,1040.0,1495.0,2880.0,1485.0,485.0,530.0,725.0,940.0,7.0,18.0,3410,2255.0,695.0,460.0,1.5,8154.0,2978,122.0,32.0,68.0,97.0,27.0,69.0,50.0,20.0,95.0,5.0,1990.0,1540.0,1020.0,2840.0,1640.0,2960.0,1850.0,3120.0,2070.0,2880.0,2050.0,1720.0,1210.0,1660.0,4300.0,22.2,19.3,54.3,9.7,5.2,14.0,14.0,210.0,1520,385,1135,1295,225,0.4,2301.0,95,1,3498,2015,58.0,58.0,2.0
298,141002,Buurt     ,5400,2595,2805,480.0,1115.0,1310.0,1030.0,1465.0,2930.0,1465.0,495.0,500.0,720.0,985.0,9.0,14.0,3395,2230.0,705.0,455.0,1.6,8176.0,2980,124.0,32.0,68.0,96.0,27.0,70.0,47.0,22.0,95.0,5.0,1960.0,1540.0,1110.0,2760.0,1710.0,3010.0,1960.0,3080.0,2160.0,2830.0,2400.0,1710.0,1230.0,1330.0,4300.0,22.2,19.3,54.3,9.7,5.2,14.0,14.0,240.0,1515,365,1150,1305,210,0.4,2294.0,85,1,3529,2016,200.0,258.0,2.0
299,141003,Buurt     ,5,5,5,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,0.0,0.0,1.1,8176.0,4,124.0,32.0,68.0,96.0,27.0,70.0,47.0,22.0,95.0,5.0,1960.0,1540.0,1110.0,2760.0,1710.0,3010.0,1960.0,3080.0,2160.0,2830.0,2400.0,1710.0,1230.0,1330.0,0.0,22.2,19.3,54.3,9.7,5.2,14.0,14.0,115.0,20,5,15,10,10,0.4,2294.0,0,4,916,2015,0.0,0.0,1.6666666666666667
300,141003,Buurt     ,5,5,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0.0,0.0,0.0,1.4,8176.0,4,124.0,32.0,68.0,96.0,27.0,70.0,47.0,22.0,95.0,5.0,1960.0,1540.0,1110.0,2760.0,1710.0,3010.0,1960.0,3080.0,2160.0,2830.0,2400.0,1710.0,1230.0,1330.0,0.0,22.2,19.3,54.3,9.7,5.2,14.0,14.0,120.0,25,10,10,10,15,0.4,2294.0,0,4,928,2016,10.0,10.0,1.6666666666666667
301,141004,Buurt     ,5,0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.7,8176.0,3,124.0,32.0,68.0,96.0,27.0,70.0,47.0,22.0,95.0,5.0,1960.0,1540.0,1110.0,2760.0,1710.0,3010.0,1960.0,3080.0,2160.0,2830.0,2400.0,1710.0,1230.0,1330.0,0.0,22.2,19.3,54.3,9.7,5.2,14.0,14.0,0.0,0,0,0,0,0,0.4,2294.0,0,3,1492,2015,0.0,0.0,1.4444444444444444
302,141004,Buurt     ,5,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,8176.0,3,124.0,32.0,68.0,96.0,27.0,70.0,47.0,22.0,95.0,5.0,1960.0,1540.0,1110.0,2760.0,1710.0,3010.0,1960.0,3080.0,2160.0,2830.0,2400.0,1710.0,1230.0,1330.0,0.0,22.2,19.3,54.3,9.7,5.2,14.0,14.0,0.0,0,0,0,0,0,0.4,2294.0,0,2,1743,2016,0.0,0.0,1.4444444444444444
303,141005,Buurt     ,1575,770,800,170.0,390.0,675.0,240.0,90.0,1250.0,200.0,105.0,20.0,155.0,185.0,11.0,3.0,1005,645.0,230.0,130.0,1.5,10144.0,871,119.0,15.0,85.0,97.0,21.0,79.0,59.0,20.0,100.0,0.0,1860.0,1660.0,1080.0,2360.0,1370.0,2330.0,1450.0,3080.0,2160.0,2830.0,2400.0,1710.0,1110.0,1120.0,1300.0,22.1,19.2,53.4,10.3,5.5,20.0,17.1,65.0,370,60,310,295,75,0.4,2383.0,35,1,5404,2015,70.0,70.0,1.2
304,141005,Buurt     ,1575,770,805,165.0,380.0,705.0,235.0,90.0,1265.0,190.0,100.0,15.0,160.0,195.0,16.0,4.0,1030,680.0,225.0,125.0,1.5,10157.0,873,124.0,15.0,85.0,98.0,21.0,79.0,57.0,22.0,100.0,0.0,1730.0,1630.0,1140.0,2330.0,1460.0,2320.0,1550.0,3080.0,2160.0,2830.0,2400.0,1670.0,1170.0,1190.0,1300.0,22.1,19.2,53.4,10.3,5.5,20.0,17.1,70.0,380,65,315,310,70,0.4,2454.0,40,1,5479,2016,46.0,116.0,1.2
305,141100,Buurt     ,6345,3280,3060,1170.0,865.0,1890.0,1935.0,480.0,3720.0,1870.0,665.0,90.0,660.0,800.0,12.0,3.0,3110,1360.0,700.0,1050.0,2.0,5375.0,2999,123.0,70.0,30.0,98.0,61.0,39.0,26.0,13.0,99.0,1.0,2570.0,1990.0,970.0,2750.0,1240.0,2860.0,1440.0,3010.0,1300.0,4160.0,2310.0,2150.0,1210.0,1210.0,4800.0,25.6,19.8,41.7,14.3,9.4,13.2,10.6,230.0,2160,435,1725,1755,405,0.7,1829.0,235,2,1630,2015,180.0,180.0,1.2333333333333334
306,141100,Buurt     ,6265,3225,3040,1150.0,795.0,1850.0,1935.0,535.0,3640.0,1855.0,670.0,95.0,630.0,775.0,13.0,3.0,3070,1340.0,680.0,1045.0,2.0,5306.0,2995,123.0,71.0,29.0,98.0,61.0,39.0,25.0,14.0,99.0,1.0,2520.0,1990.0,1040.0,2680.0,1310.0,2790.0,1520.0,2950.0,1420.0,4070.0,2400.0,2130.0,1240.0,1290.0,4800.0,25.6,19.8,41.7,14.3,9.4,13.2,10.6,250.0,2190,445,1740,1800,385,0.7,1853.0,220,2,1633,2016,61.0,241.0,1.2333333333333334
