,WijkenEnBuurten,SoortRegio,AantalInwoners,Mannen,Vrouwen,k_0Tot15Jaar,k_15Tot25Jaar,k_25Tot45Jaar,k_45Tot65Jaar,k_65JaarOfOuder,Ongehuwd,Gehuwd,Gescheiden,Verweduwd,WestersTotaal,NietWestersTotaal,GeboorteRelatief,SterfteRelatief,HuishoudensTotaal,Eenpersoonshuishoudens,HuishoudensZonderKinderen,HuishoudensMetKinderen,GemiddeldeHuishoudensgrootte,Bevolkingsdichtheid,Woningvoorraad,GemiddeldeWoningwaarde,PercentageEengezinswoning,PercentageMeergezinswoning,PercentageBewoond,Koopwoningen,HuurwoningenTotaal,InBezitWoningcorporatie,InBezitOverigeVerhuurders,BouwjaarVoor2000,BouwjaarVanaf2000,GemiddeldElektriciteitsverbruikTotaal,Appartement,Appartement1,Tussenwoning,Tussenwoning1,Hoekwoning,Hoekwoning1,TweeOnderEenKapWoning,TweeOnderEenKapWoning1,VrijstaandeWoning,VrijstaandeWoning1,Huurwoning,Huurwoning1,GemiddeldAardgasverbruikTotaal,AantalInkomensontvangers,GemiddeldInkomenPerInkomensontvanger,GemiddeldInkomenPerInwoner,k_40PersonenMetLaagsteInkomen,k_20PersonenMetHoogsteInkomen,k_20HuishoudensMetHoogsteInkomen,HuishoudensMetEenLaagInkomen,HuishOnderOfRondSociaalMinimum,BedrijfsvestigingenTotaal,PersonenautoSTotaal,PersonenautoSJongerDan6Jaar,PersonenautoS6JaarEnOuder,PersonenautoSBrandstofBenzine,PersonenautoSOverigeBrandstof,PersonenautoSPerHuishouden,PersonenautoSNaarOppervlakte,Motorfietsen,MateVanStedelijkheid,Omgevingsadressendichtheid,attributes.TELJAAR,attributes.AANTAL,attributes.AANTAL_SUMMED,Zon_atlas
216,140709,Buurt     ,225,110,115,16.0,15.0,25.0,30.0,14.0,68.0,17.0,9.0,6.0,4.0,1.0,13.0,13.0,115,47.0,21.0,32.0,2.0,4864.0,28,428.0,100.0,0.0,100.0,18.0,82.0,82.0,0.0,36.0,64.0,3650.0,3240.0,1110.0,2750.0,950.0,4000.0,1150.0,4120.0,1840.0,4730.0,2240.0,3500.0,1100.0,1100.0,200.0,14.5,10.4,78.5,1.8,0.9,51.4,55.0,20.0,65,20,45,40,25,0.5,1356.0,0,4,530,2014,0.0,0.0,
217,140800,Buurt     ,1745,890,855,17.0,10.0,27.0,28.0,16.0,50.0,36.0,8.0,6.0,6.0,5.0,6.0,6.0,850,41.0,30.0,30.0,2.1,1321.0,814,154.0,83.0,17.0,95.0,37.0,62.0,49.0,13.0,82.0,18.0,2950.0,2100.0,1150.0,2700.0,1550.0,3050.0,1750.0,3050.0,1950.0,3850.0,2850.0,2650.0,1600.0,1850.0,1200.0,23.3,16.9,50.0,9.0,8.0,56.0,15.0,135.0,705,160,540,590,115,0.8,533.0,70,4,627,2013,15.0,15.0,1.5517241379310345
218,140800,Buurt     ,1710,875,835,16.0,11.0,26.0,29.0,18.0,50.0,37.0,8.0,6.0,6.0,5.0,12.0,5.0,845,41.0,30.0,30.0,2.0,1294.0,818,147.0,82.0,18.0,95.0,40.0,56.0,49.0,8.0,82.0,18.0,2800.0,2050.0,900.0,2550.0,1150.0,2900.0,1300.0,2900.0,1450.0,3650.0,2100.0,2500.0,1200.0,1350.0,1300.0,22.9,17.6,46.2,9.5,7.4,15.6,12.7,130.0,690,145,545,585,105,0.8,520.0,60,4,629,2014,65.0,80.0,1.5517241379310345
219,140800,Buurt     ,1840,935,905,290.0,225.0,440.0,535.0,345.0,920.0,680.0,135.0,100.0,120.0,95.0,6.0,8.0,890,350.0,270.0,270.0,2.1,1405.0,858,148.0,83.0,17.0,96.0,43.0,54.0,46.0,8.0,83.0,17.0,2740.0,2090.0,980.0,2500.0,1210.0,2730.0,1330.0,2840.0,1550.0,3450.0,2180.0,2390.0,1220.0,1460.0,1500.0,23.0,18.3,49.9,9.6,8.6,12.4,11.5,155.0,765,150,620,635,130,0.9,586.0,80,4,698,2015,28.0,108.0,1.5517241379310345
220,140800,Buurt     ,1820,930,890,275.0,220.0,435.0,525.0,360.0,910.0,660.0,140.0,110.0,120.0,95.0,12.0,4.0,895,370.0,250.0,275.0,2.0,1393.0,858,149.0,83.0,17.0,95.0,43.0,54.0,46.0,8.0,83.0,17.0,2700.0,2170.0,1040.0,2430.0,1240.0,2740.0,1420.0,2680.0,1600.0,3460.0,2290.0,2340.0,1280.0,1540.0,1500.0,23.0,18.3,49.9,9.6,8.6,12.4,11.5,160.0,780,160,615,650,125,0.9,596.0,85,4,699,2016,81.0,189.0,1.5517241379310345
221,140801,Buurt     ,4480,2215,2260,18.0,9.0,27.0,25.0,20.0,45.0,42.0,7.0,6.0,9.0,5.0,13.0,6.0,2000,31.0,33.0,37.0,2.2,4518.0,2015,153.0,83.0,17.0,96.0,53.0,46.0,32.0,13.0,86.0,14.0,2900.0,1950.0,1000.0,3000.0,1700.0,3150.0,2000.0,3550.0,2050.0,3550.0,2650.0,2700.0,1600.0,1700.0,3200.0,24.4,17.8,46.0,9.0,7.0,44.0,9.0,105.0,1775,465,1315,1500,275,0.9,1791.0,120,4,826,2013,71.0,71.0,1.8666666666666667
222,140801,Buurt     ,4465,2220,2245,18.0,9.0,27.0,25.0,21.0,45.0,42.0,7.0,6.0,9.0,5.0,11.0,7.0,2010,32.0,33.0,35.0,2.2,4506.0,2005,146.0,83.0,17.0,98.0,57.0,43.0,32.0,11.0,85.0,15.0,2750.0,1900.0,750.0,2850.0,1250.0,3000.0,1500.0,3400.0,1450.0,3500.0,2050.0,2550.0,1200.0,1250.0,3400.0,23.5,18.1,44.0,9.8,7.2,10.1,7.5,120.0,1765,470,1295,1520,245,0.9,1779.0,125,4,826,2014,214.0,285.0,1.8666666666666667
223,140801,Buurt     ,5560,2730,2830,1075.0,515.0,1480.0,1355.0,1135.0,2590.0,2265.0,375.0,335.0,440.0,285.0,10.0,6.0,2435,755.0,775.0,905.0,2.3,3300.0,2430,149.0,83.0,17.0,98.0,60.0,40.0,30.0,9.0,81.0,19.0,2790.0,1870.0,790.0,2840.0,1300.0,3010.0,1530.0,3470.0,1430.0,3570.0,2070.0,2430.0,1200.0,1300.0,4300.0,25.1,19.4,43.3,12.9,11.3,6.7,6.3,185.0,2215,605,1610,1865,345,0.9,1314.0,170,4,890,2015,219.0,504.0,1.8666666666666667
224,140801,Buurt     ,5575,2735,2840,1065.0,545.0,1425.0,1405.0,1135.0,2585.0,2270.0,390.0,330.0,440.0,295.0,13.0,10.0,2430,745.0,765.0,915.0,2.3,2421.0,2439,150.0,83.0,17.0,98.0,61.0,39.0,30.0,9.0,81.0,19.0,2750.0,1890.0,860.0,2790.0,1340.0,2960.0,1590.0,3430.0,1510.0,3510.0,2140.0,2380.0,1220.0,1350.0,4300.0,25.1,19.4,43.3,12.9,11.3,6.7,6.3,195.0,2245,615,1630,1900,345,0.9,974.0,160,4,892,2016,178.0,682.0,1.8666666666666667
225,140802,Buurt     ,150,75,75,19.0,13.0,26.0,33.0,8.0,49.0,46.0,4.0,1.0,5.0,5.0,13.0,0.0,60,23.0,31.0,46.0,2.5,61.0,63,179.0,92.0,8.0,94.0,57.0,43.0,6.0,37.0,90.0,10.0,3800.0,1890.0,860.0,2790.0,1340.0,3500.0,2350.0,3250.0,2100.0,4300.0,2800.0,3350.0,2450.0,2400.0,100.0,25.0,18.0,50.0,14.0,11.3,6.7,6.3,20.0,70,15,55,55,20,1.2,28.0,15,5,281,2013,0.0,0.0,1.0
226,140802,Buurt     ,155,80,75,18.0,11.0,30.0,31.0,10.0,49.0,46.0,4.0,1.0,5.0,6.0,12.0,0.0,60,16.0,40.0,44.0,2.5,63.0,63,171.0,92.0,8.0,97.0,62.0,38.0,0.0,38.0,90.0,10.0,3900.0,1890.0,860.0,2790.0,1340.0,3250.0,1750.0,3150.0,1600.0,4700.0,2250.0,3200.0,1900.0,1900.0,100.0,24.8,18.6,40.5,14.7,11.3,6.7,6.3,20.0,85,15,70,65,20,1.4,34.0,10,5,307,2014,0.0,0.0,1.0
227,140802,Buurt     ,10,5,5,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.0,63.0,3,171.0,92.0,8.0,97.0,62.0,38.0,0.0,38.0,90.0,10.0,3900.0,1890.0,860.0,2790.0,1340.0,3250.0,1750.0,3150.0,1600.0,4700.0,2250.0,3200.0,1900.0,1900.0,0.0,24.8,18.6,40.5,14.7,11.3,6.7,6.3,0.0,0,0,0,0,0,1.4,34.0,0,5,185,2015,0.0,0.0,1.0
228,140802,Buurt     ,5,5,0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.7,63.0,3,171.0,92.0,8.0,97.0,62.0,38.0,0.0,38.0,90.0,10.0,3900.0,1890.0,860.0,2790.0,1340.0,3250.0,1750.0,3150.0,1600.0,4700.0,2250.0,3200.0,1900.0,1900.0,0.0,24.8,18.6,40.5,14.7,11.3,6.7,6.3,5.0,0,0,0,0,0,1.4,34.0,0,5,186,2016,0.0,0.0,1.0
229,140803,Buurt     ,3750,1855,1895,31.0,8.0,33.0,24.0,4.0,56.0,40.0,3.0,1.0,7.0,8.0,12.0,1.0,1240,12.0,26.0,63.0,3.0,901.0,1226,249.0,99.0,1.0,99.0,85.0,15.0,8.0,8.0,43.0,57.0,3850.0,1890.0,860.0,3500.0,1350.0,3500.0,1600.0,4150.0,1750.0,4300.0,2200.0,3600.0,1600.0,1650.0,2300.0,37.2,23.1,23.0,31.0,36.0,13.0,6.3,180.0,1490,560,930,1175,315,1.2,358.0,125,4,775,2013,0.0,0.0,1.6666666666666667
230,140803,Buurt     ,3735,1855,1880,30.0,9.0,31.0,26.0,5.0,55.0,40.0,4.0,1.0,7.0,8.0,10.0,1.0,1255,13.0,25.0,63.0,3.0,898.0,1228,241.0,99.0,1.0,99.0,91.0,9.0,6.0,3.0,43.0,57.0,3750.0,1890.0,860.0,3450.0,1000.0,3450.0,1150.0,3950.0,1300.0,4200.0,1650.0,3550.0,1100.0,1250.0,2500.0,36.0,23.7,24.6,31.5,40.2,3.7,2.9,185.0,1490,575,910,1170,320,1.2,358.0,130,4,762,2014,0.0,0.0,1.6666666666666667
231,140803,Buurt     ,135,65,70,20.0,15.0,35.0,45.0,15.0,60.0,65.0,5.0,0.0,5.0,5.0,0.0,0.0,55,15.0,15.0,25.0,2.4,128.0,58,167.0,91.0,9.0,97.0,66.0,33.0,0.0,33.0,90.0,10.0,3690.0,1890.0,860.0,3450.0,1000.0,3450.0,1150.0,2910.0,1690.0,4200.0,2460.0,2430.0,1960.0,2060.0,100.0,25.7,20.0,37.7,13.2,40.2,3.7,2.9,20.0,75,20,55,55,20,1.3,69.0,10,5,340,2015,6.0,6.0,1.6666666666666667
232,140803,Buurt     ,130,60,70,20.0,20.0,30.0,50.0,15.0,60.0,65.0,5.0,0.0,5.0,5.0,15.0,8.0,55,10.0,15.0,25.0,2.4,124.0,58,167.0,91.0,9.0,95.0,71.0,29.0,0.0,29.0,90.0,10.0,3480.0,1890.0,860.0,3450.0,1000.0,3450.0,1150.0,3000.0,1760.0,3860.0,2620.0,2040.0,2210.0,2160.0,100.0,25.7,20.0,37.7,13.2,40.2,3.7,2.9,20.0,70,20,50,55,15,1.2,63.0,10,5,341,2016,0.0,6.0,1.6666666666666667
233,140804,Buurt     ,2640,1365,1275,28.0,9.0,36.0,23.0,3.0,60.0,35.0,4.0,1.0,8.0,6.0,18.0,8.0,935,19.0,28.0,53.0,2.7,921.0,825,277.0,95.0,5.0,98.0,88.0,11.0,0.0,11.0,5.0,95.0,3800.0,2000.0,750.0,3450.0,1300.0,3600.0,1450.0,4200.0,1650.0,4600.0,2350.0,3650.0,1600.0,1550.0,1700.0,41.1,26.0,20.0,37.0,42.0,15.0,2.9,145.0,1110,490,625,835,280,1.2,387.0,120,4,762,2013,47.0,47.0,1.85
234,140804,Buurt     ,2665,1390,1275,28.0,9.0,35.0,23.0,4.0,60.0,35.0,4.0,1.0,8.0,6.0,19.0,1.0,945,19.0,29.0,51.0,2.7,931.0,825,271.0,95.0,5.0,99.0,94.0,6.0,0.0,6.0,5.0,95.0,3400.0,2000.0,600.0,3300.0,1000.0,3400.0,1100.0,4100.0,1200.0,4350.0,1700.0,3400.0,1250.0,1100.0,1700.0,40.2,27.3,20.6,37.9,43.3,4.0,2.9,155.0,1135,490,645,830,305,1.2,395.0,110,4,723,2014,0.0,47.0,1.85
235,140804,Buurt     ,45,25,20,5.0,5.0,5.0,15.0,10.0,20.0,15.0,5.0,5.0,5.0,0.0,0.0,0.0,20,5.0,5.0,5.0,2.3,30.0,19,271.0,95.0,5.0,99.0,94.0,6.0,0.0,6.0,5.0,95.0,3860.0,2000.0,600.0,3300.0,1000.0,3400.0,1100.0,4100.0,1200.0,4200.0,2460.0,3400.0,1250.0,2330.0,0.0,40.2,27.3,20.6,37.9,43.3,4.0,2.9,20.0,35,10,25,20,15,1.2,395.0,5,5,212,2015,0.0,47.0,1.85
236,140804,Buurt     ,45,25,20,5.0,5.0,5.0,15.0,10.0,20.0,15.0,5.0,5.0,5.0,0.0,21.0,0.0,20,5.0,5.0,5.0,2.3,30.0,18,271.0,95.0,5.0,99.0,94.0,6.0,0.0,6.0,5.0,95.0,4040.0,2000.0,600.0,3300.0,1000.0,3400.0,1100.0,4100.0,1200.0,4370.0,2310.0,3400.0,1250.0,2200.0,0.0,40.2,27.3,20.6,37.9,43.3,4.0,2.9,20.0,35,15,20,15,20,1.2,395.0,5,5,213,2016,0.0,47.0,1.85
237,140805,Buurt     ,1380,685,700,24.0,9.0,31.0,24.0,13.0,51.0,40.0,5.0,4.0,5.0,5.0,8.0,2.0,545,27.0,27.0,46.0,2.5,1124.0,522,197.0,87.0,13.0,99.0,75.0,25.0,18.0,7.0,70.0,30.0,3400.0,1750.0,1050.0,3450.0,1250.0,3700.0,1400.0,3800.0,1850.0,3850.0,2600.0,2650.0,1350.0,1600.0,900.0,28.8,19.8,38.0,19.0,19.0,35.0,2.9,120.0,550,175,375,420,130,1.0,447.0,70,4,661,2013,4.0,4.0,1.7
238,140805,Buurt     ,1380,675,705,24.0,9.0,29.0,25.0,13.0,51.0,40.0,5.0,4.0,5.0,5.0,10.0,5.0,540,25.0,28.0,47.0,2.6,1122.0,522,188.0,87.0,13.0,99.0,78.0,22.0,18.0,3.0,70.0,30.0,3300.0,1700.0,800.0,3300.0,1000.0,3600.0,1100.0,3750.0,1450.0,3600.0,1950.0,2500.0,1050.0,1250.0,1000.0,28.4,20.2,36.3,20.0,19.9,6.4,5.5,95.0,555,165,390,415,140,1.0,452.0,75,4,663,2014,23.0,27.0,1.7
239,140805,Buurt     ,75,40,30,10.0,10.0,20.0,20.0,10.0,45.0,20.0,5.0,0.0,0.0,0.0,26.0,0.0,25,5.0,10.0,10.0,2.7,24.0,27,188.0,63.0,37.0,100.0,85.0,15.0,0.0,15.0,70.0,30.0,3590.0,1700.0,800.0,3300.0,1000.0,3600.0,1100.0,3750.0,1450.0,3450.0,2680.0,2500.0,1050.0,2460.0,100.0,28.4,20.2,36.3,20.0,19.9,6.4,5.5,10.0,30,5,20,20,10,1.0,452.0,0,5,201,2015,0.0,27.0,1.7
240,140805,Buurt     ,75,40,35,10.0,10.0,15.0,25.0,10.0,45.0,20.0,5.0,0.0,0.0,0.0,26.0,0.0,25,5.0,10.0,10.0,2.8,24.0,27,188.0,63.0,37.0,100.0,89.0,11.0,0.0,11.0,70.0,30.0,3270.0,1700.0,800.0,3300.0,1000.0,3600.0,1100.0,3750.0,1450.0,3230.0,2660.0,2500.0,1050.0,2530.0,100.0,28.4,20.2,36.3,20.0,19.9,6.4,5.5,10.0,25,5,25,20,5,1.0,452.0,0,5,201,2016,0.0,27.0,1.7
241,140806,Buurt     ,1545,785,760,24.0,9.0,24.0,28.0,15.0,48.0,45.0,5.0,3.0,6.0,5.0,12.0,4.0,595,21.0,35.0,44.0,2.6,967.0,558,226.0,75.0,25.0,99.0,76.0,24.0,18.0,6.0,87.0,13.0,3550.0,2500.0,850.0,3700.0,1550.0,4000.0,1600.0,4000.0,1750.0,4500.0,2000.0,2800.0,1100.0,1450.0,1000.0,33.8,22.6,31.0,26.0,28.0,23.0,5.5,80.0,625,250,375,495,135,1.0,391.0,25,3,1206,2013,348.0,348.0,1.7333333333333334
242,140806,Buurt     ,1565,790,775,24.0,9.0,23.0,28.0,16.0,49.0,44.0,5.0,3.0,6.0,6.0,8.0,1.0,610,22.0,33.0,44.0,2.6,981.0,561,219.0,75.0,25.0,99.0,78.0,22.0,18.0,4.0,87.0,13.0,3450.0,2400.0,600.0,3600.0,1100.0,3850.0,1200.0,3950.0,1300.0,4350.0,1450.0,2650.0,750.0,1050.0,1100.0,32.6,23.2,32.7,26.2,28.5,7.2,5.4,95.0,665,250,420,520,145,1.1,417.0,30,3,1199,2014,351.0,699.0,1.7333333333333334
243,140806,Buurt     ,2300,1155,1145,755.0,205.0,670.0,580.0,85.0,1290.0,915.0,80.0,15.0,150.0,150.0,10.0,1.0,720,75.0,145.0,500.0,3.2,1508.0,702,258.0,100.0,0.0,100.0,89.0,11.0,10.0,1.0,1.0,99.0,3870.0,2400.0,600.0,3650.0,1070.0,3470.0,1220.0,3940.0,1400.0,4600.0,1850.0,3170.0,1020.0,1320.0,1500.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,110.0,890,345,545,695,195,1.2,582.0,80,5,457,2015,368.0,1067.0,1.7333333333333334
244,140806,Buurt     ,2315,1160,1155,725.0,240.0,625.0,635.0,90.0,1305.0,920.0,75.0,20.0,155.0,155.0,10.0,1.0,725,75.0,145.0,505.0,3.2,1536.0,702,266.0,100.0,0.0,99.0,89.0,11.0,10.0,1.0,1.0,99.0,3770.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3880.0,1470.0,4400.0,1910.0,3150.0,1070.0,1380.0,1500.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,125.0,900,340,560,720,180,1.2,596.0,85,5,461,2016,158.0,1225.0,1.7333333333333334
245,140807,Buurt     ,45,30,20,725.0,240.0,625.0,635.0,90.0,1305.0,920.0,75.0,20.0,155.0,155.0,0.0,0.0,20,38.0,29.0,33.0,2.3,19.0,20,266.0,100.0,0.0,90.0,65.0,35.0,10.0,25.0,100.0,0.0,4400.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3880.0,1470.0,4700.0,3200.0,3150.0,1070.0,3050.0,1500.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,25.0,30,15,20,15,15,1.2,596.0,10,5,185,2013,0.0,0.0,
246,140807,Buurt     ,50,30,20,725.0,240.0,625.0,635.0,90.0,1305.0,920.0,75.0,20.0,155.0,155.0,0.0,0.0,20,36.0,32.0,32.0,2.2,19.0,20,266.0,100.0,0.0,90.0,65.0,35.0,0.0,35.0,100.0,0.0,4300.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3880.0,1470.0,4600.0,2400.0,3150.0,1070.0,2300.0,0.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,25.0,30,10,20,20,10,1.2,596.0,10,5,171,2014,0.0,0.0,
247,140807,Buurt     ,10,5,0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,10.0,0.0,0.0,1.0,27.0,0,266.0,100.0,0.0,90.0,65.0,35.0,0.0,35.0,100.0,0.0,4300.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3880.0,1470.0,4600.0,2400.0,3150.0,1070.0,2300.0,0.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,25.0,0,0,0,0,0,1.2,596.0,0,4,966,2015,0.0,0.0,
248,140807,Buurt     ,5,0,0,0.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,5.0,0.0,0.0,1.0,27.0,0,266.0,100.0,0.0,90.0,65.0,35.0,0.0,35.0,100.0,0.0,4300.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3880.0,1470.0,4600.0,2400.0,3150.0,1070.0,2300.0,0.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,25.0,0,0,0,0,0,1.2,596.0,0,4,983,2016,0.0,0.0,
249,140808,Buurt     ,30,10,15,5.0,10.0,5.0,5.0,5.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15,10.0,0.0,5.0,1.7,81.0,11,266.0,100.0,0.0,90.0,65.0,35.0,0.0,35.0,100.0,0.0,4300.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3880.0,1470.0,4600.0,2400.0,3150.0,1070.0,2300.0,0.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,60.0,30,10,20,15,20,1.2,596.0,0,3,1011,2015,97.0,97.0,1.7407407407407407
250,140808,Buurt     ,25,10,15,0.0,10.0,5.0,5.0,5.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15,10.0,0.0,0.0,1.8,73.0,11,266.0,100.0,0.0,90.0,65.0,35.0,0.0,35.0,100.0,0.0,4300.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3880.0,1470.0,4600.0,2400.0,3150.0,1070.0,2300.0,0.0,38.4,25.0,26.3,35.4,48.5,2.7,2.7,65.0,30,10,15,15,15,1.2,596.0,0,4,763,2016,0.0,97.0,1.7407407407407407
251,140809,Buurt     ,280,145,135,50.0,30.0,70.0,95.0,35.0,160.0,95.0,20.0,5.0,15.0,0.0,0.0,3.0,115,30.0,35.0,50.0,2.4,426.0,98,178.0,96.0,4.0,99.0,88.0,12.0,0.0,12.0,99.0,1.0,3500.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3530.0,1700.0,3500.0,2280.0,3300.0,1840.0,1900.0,200.0,25.8,19.6,47.6,16.5,17.5,13.6,10.0,35.0,120,25,90,85,35,1.0,179.0,25,5,491,2015,0.0,0.0,1.6666666666666667
252,140809,Buurt     ,280,145,130,45.0,25.0,70.0,95.0,35.0,155.0,95.0,20.0,5.0,15.0,0.0,11.0,0.0,120,35.0,35.0,45.0,2.3,423.0,98,179.0,96.0,4.0,99.0,88.0,12.0,0.0,12.0,99.0,1.0,3370.0,2400.0,600.0,3520.0,1100.0,3410.0,1290.0,3380.0,1820.0,3290.0,2150.0,3510.0,1910.0,1930.0,200.0,25.8,19.6,47.6,16.5,17.5,13.6,10.0,35.0,115,25,90,80,35,1.0,173.0,25,4,506,2016,0.0,0.0,1.6666666666666667
253,140810,Buurt     ,1615,795,820,455.0,140.0,325.0,575.0,115.0,920.0,610.0,65.0,15.0,105.0,40.0,8.0,1.0,545,50.0,175.0,315.0,3.0,4562.0,544,297.0,100.0,0.0,100.0,91.0,9.0,7.0,1.0,88.0,12.0,3610.0,2400.0,600.0,3170.0,1300.0,3660.0,1490.0,3860.0,1580.0,4370.0,1640.0,2590.0,1150.0,1440.0,1100.0,45.2,30.7,23.7,44.8,56.3,2.0,1.3,120.0,635,230,405,470,165,1.2,1798.0,50,5,351,2015,238.0,238.0,1.8666666666666667
254,140810,Buurt     ,1650,805,840,450.0,165.0,315.0,590.0,125.0,960.0,605.0,60.0,20.0,115.0,45.0,8.0,2.0,555,60.0,170.0,325.0,3.0,4661.0,546,306.0,100.0,0.0,100.0,92.0,8.0,7.0,1.0,88.0,12.0,3580.0,2400.0,600.0,3140.0,1380.0,3580.0,1570.0,3850.0,1660.0,4310.0,1740.0,2550.0,1160.0,1530.0,1100.0,45.2,30.7,23.7,44.8,56.3,2.0,1.3,105.0,630,240,390,470,160,1.1,1781.0,55,5,364,2016,100.0,338.0,1.8666666666666667
255,140811,Buurt     ,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,4661.0,3,306.0,100.0,0.0,100.0,92.0,8.0,7.0,1.0,88.0,12.0,3580.0,2400.0,600.0,3140.0,1380.0,3580.0,1570.0,3850.0,1660.0,4310.0,1740.0,2550.0,1160.0,1530.0,0.0,45.2,30.7,23.7,44.8,56.3,2.0,1.3,35.0,20,15,5,5,15,1.1,1781.0,0,5,364,2015,0.0,0.0,1.9444444444444444
256,140811,Buurt     ,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,4661.0,3,306.0,100.0,0.0,100.0,92.0,8.0,7.0,1.0,88.0,12.0,3580.0,2400.0,600.0,3140.0,1380.0,3580.0,1570.0,3850.0,1660.0,4310.0,1740.0,2550.0,1160.0,1530.0,0.0,45.2,30.7,23.7,44.8,56.3,2.0,1.3,55.0,40,20,20,15,25,1.1,1781.0,0,5,371,2016,0.0,0.0,1.9444444444444444
257,140812,Buurt     ,330,160,170,70.0,45.0,85.0,85.0,35.0,240.0,50.0,25.0,10.0,10.0,0.0,21.0,0.0,145,50.0,25.0,70.0,2.3,3578.0,57,126.0,100.0,0.0,96.0,11.0,89.0,89.0,0.0,18.0,82.0,3790.0,2400.0,600.0,3050.0,1080.0,4270.0,1440.0,4320.0,1340.0,4310.0,1740.0,3710.0,1250.0,1280.0,200.0,15.2,9.8,79.8,2.8,2.1,45.7,45.7,20.0,125,35,90,85,40,0.9,1347.0,5,4,515,2015,0.0,0.0,1.4
258,140812,Buurt     ,330,160,170,75.0,40.0,90.0,85.0,40.0,245.0,50.0,25.0,10.0,10.0,0.0,9.0,6.0,150,50.0,35.0,60.0,2.2,3589.0,57,128.0,100.0,0.0,100.0,11.0,89.0,89.0,0.0,18.0,82.0,3910.0,2400.0,600.0,3240.0,1070.0,4380.0,1440.0,4290.0,1330.0,4310.0,1740.0,3840.0,1260.0,1280.0,200.0,15.2,9.8,79.8,2.8,2.1,45.7,45.7,25.0,120,40,80,85,35,0.8,1272.0,5,4,520,2016,0.0,0.0,1.4
259,140900,Buurt     ,3385,1730,1655,17.0,12.0,28.0,30.0,13.0,50.0,40.0,6.0,3.0,9.0,7.0,11.0,5.0,1535,32.0,34.0,34.0,2.2,3189.0,1498,197.0,81.0,19.0,95.0,58.0,42.0,32.0,10.0,81.0,19.0,3050.0,2150.0,1550.0,3100.0,1550.0,3000.0,1800.0,3700.0,1950.0,3600.0,3100.0,2600.0,1850.0,1850.0,2400.0,30.9,22.5,36.0,21.0,19.0,35.0,10.0,250.0,1490,490,1000,1210,280,1.0,1402.0,185,3,1313,2013,15.0,15.0,1.9666666666666663
260,140900,Buurt     ,3395,1730,1665,16.0,12.0,28.0,30.0,14.0,50.0,41.0,7.0,3.0,9.0,7.0,13.0,5.0,1520,31.0,34.0,36.0,2.2,3197.0,1499,190.0,81.0,19.0,95.0,62.0,37.0,31.0,7.0,81.0,19.0,3050.0,2350.0,1200.0,3000.0,1150.0,2900.0,1300.0,3600.0,1450.0,3600.0,2300.0,2650.0,1350.0,1350.0,2600.0,29.3,22.9,37.2,20.9,19.7,8.5,6.9,250.0,1460,485,975,1195,265,1.0,1375.0,180,3,1318,2014,61.0,76.0,1.9666666666666663
261,140900,Buurt     ,6335,3255,3080,650.0,1970.0,1615.0,1090.0,1000.0,4035.0,1555.0,435.0,305.0,805.0,895.0,6.0,6.0,3795,2305.0,865.0,625.0,1.7,7333.0,2731,118.0,43.0,57.0,98.0,23.0,77.0,63.0,14.0,95.0,5.0,2380.0,1910.0,900.0,3000.0,1430.0,3040.0,1640.0,3420.0,1570.0,3600.0,2300.0,2160.0,1090.0,1140.0,5200.0,18.3,15.6,61.9,5.8,3.7,15.9,14.5,165.0,1610,340,1270,1375,235,0.4,1865.0,110,1,2532,2015,48.0,124.0,1.9666666666666663
